Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,Temperature,Humidity
Soyabean,2003,Kharif     ,Madhya Pradesh,4198619.0,4643673,1163.0,415579308.6,1007668.56,1.019791667,126,22,74,23.88,65.3
Sugarcane,2003,Whole Year ,Madhya Pradesh,43141.0,1870120,1163.0,4270096.18,10353.84,31.46604167,101,75,20,32.06,66.7
Sunflower,2003,Kharif     ,Madhya Pradesh,1984.0,1062,1163.0,196376.32,476.16,0.357727273,115,59,59,26.2,83.83
Sweet potato,2003,Whole Year ,Madhya Pradesh,3821.0,21742,1163.0,378202.58,917.04,5.932173913,101,48,42,24.0,55.48
Turmeric,2003,Whole Year ,Madhya Pradesh,655.0,682,1163.0,64831.9,157.2,1.0059375,141,25,73,22.52,74.92
Urad,2003,Kharif     ,Madhya Pradesh,610876.0,224268,1163.0,60464506.48,146610.24,0.349166667,92,71,61,33.63,64.04
Urad,2003,Kharif     ,Madhya Pradesh,610876.0,224268,1163.0,60464506.48,146610.24,0.349166667,139,20,69,26.4,85.42
Urad,2003,Rabi       ,Madhya Pradesh,5693.0,2331,1163.0,563493.14,1366.32,0.242941176,92,71,61,33.63,64.04
Urad,2003,Rabi       ,Madhya Pradesh,5693.0,2331,1163.0,563493.14,1366.32,0.242941176,139,20,69,26.4,85.42
Wheat,2003,Rabi       ,Madhya Pradesh,4078974.0,7357255,1163.0,403736846.5,978953.76,1.797916667,71,71,23,32.99,63.59
Arhar/Tur,2003,Kharif     ,Maharashtra,1046300.0,693000,1037.4,103562774.0,251112.0,0.59125,104,43,27,22.39,89.12
Bajra,2003,Kharif     ,Maharashtra,1325400.0,896300,1037.4,131188092.0,318096.0,0.582727273,116,57,55,31.5,50.63
Banana,2003,Whole Year ,Maharashtra,57700.0,3634720,1037.4,5711146.0,13848.0,57.56857143,148,53,29,21.65,59.58
Cotton(lint),2003,Kharif     ,Maharashtra,2762400.0,3080100,1037.4,273422352.0,662976.0,1.181111111,109,70,49,20.26,68.29
Gram,2003,Rabi       ,Maharashtra,795200.0,421100,1037.4,78708896.0,190848.0,0.555806452,107,79,35,34.93,60.25
Groundnut,2003,Kharif     ,Maharashtra,324100.0,355200,1037.4,32079418.0,77784.0,0.794333333,61,26,49,21.1,79.5
Groundnut,2003,Kharif     ,Maharashtra,324100.0,355200,1037.4,32079418.0,77784.0,0.794333333,137,30,83,26.92,82.58
Groundnut,2003,Summer     ,Maharashtra,54700.0,81600,1037.4,5414206.0,13128.0,1.402258065,61,26,49,21.1,79.5
Groundnut,2003,Summer     ,Maharashtra,54700.0,81600,1037.4,5414206.0,13128.0,1.402258065,137,30,83,26.92,82.58
Jowar,2003,Kharif     ,Maharashtra,1586100.0,2111000,1037.4,156992178.0,380664.0,1.253333333,118,30,30,33.18,77.9
Jowar,2003,Kharif     ,Maharashtra,1586100.0,2111000,1037.4,156992178.0,380664.0,1.253333333,133,55,53,32.29,88.82
Jowar,2003,Rabi       ,Maharashtra,2853900.0,777300,1037.4,282479022.0,684936.0,0.610740741,118,30,30,33.18,77.9
Jowar,2003,Rabi       ,Maharashtra,2853900.0,777300,1037.4,282479022.0,684936.0,0.610740741,133,55,53,32.29,88.82
Linseed,2003,Rabi       ,Maharashtra,63400.0,14700,1037.4,6275332.0,15216.0,0.258333333,88,39,74,27.07,68.24
Maize,2003,Kharif     ,Maharashtra,311800.0,671000,1037.4,30861964.0,74832.0,1.724444444,62,35,23,29.16,89.19
Maize,2003,Kharif     ,Maharashtra,311800.0,671000,1037.4,30861964.0,74832.0,1.724444444,90,24,68,29.45,54.98
Maize,2003,Rabi       ,Maharashtra,57900.0,81100,1037.4,5730942.0,13896.0,1.689130435,62,35,23,29.16,89.19
Maize,2003,Rabi       ,Maharashtra,57900.0,81100,1037.4,5730942.0,13896.0,1.689130435,90,24,68,29.45,54.98
Moong(Green Gram),2003,Kharif     ,Maharashtra,700100.0,390500,1037.4,69295898.0,168024.0,0.583939394,106,43,63,21.65,83.84
Niger seed,2003,Kharif     ,Maharashtra,53600.0,17400,1037.4,5305328.0,12864.0,0.3865,102,49,50,24.27,51.54
Onion,2003,Whole Year ,Maharashtra,133622.0,1663240,1037.4,13225905.56,32069.28,12.44846154,61,49,67,24.51,71.28
Other  Rabi pulses,2003,Rabi       ,Maharashtra,129800.0,50100,1037.4,12847604.0,31152.0,0.430869565,62,58,45,25.67,69.38
Other Kharif pulses,2003,Kharif     ,Maharashtra,164300.0,41400,1037.4,16262414.0,39432.0,0.2815625,123,76,89,24.11,84.25
Ragi,2003,Kharif     ,Maharashtra,146900.0,170000,1037.4,14540162.0,35256.0,1.2225,146,67,31,23.77,78.03
Rapeseed &Mustard,2003,Rabi       ,Maharashtra,10300.0,2600,1037.4,1019494.0,2472.0,0.222962963,106,66,64,25.32,67.64
Rice,2003,Kharif     ,Maharashtra,1500400.0,2768600,1037.4,148509592.0,360096.0,1.232258065,89,56,27,25.69,85.83
Rice,2003,Kharif     ,Maharashtra,1500400.0,2768600,1037.4,148509592.0,360096.0,1.232258065,129,52,28,27.31,85.43
Rice,2003,Summer     ,Maharashtra,29500.0,65500,1037.4,2919910.0,7080.0,2.217,89,56,27,25.69,85.83
Rice,2003,Summer     ,Maharashtra,29500.0,65500,1037.4,2919910.0,7080.0,2.217,129,52,28,27.31,85.43
Safflower,2003,Rabi       ,Maharashtra,244700.0,87300,1037.4,24220406.0,58728.0,0.398421053,94,39,20,22.6,50.99
Sesamum,2003,Kharif     ,Maharashtra,116800.0,37200,1037.4,11560864.0,28032.0,0.364375,84,73,24,31.83,84.84
Sesamum,2003,Kharif     ,Maharashtra,116800.0,37200,1037.4,11560864.0,28032.0,0.364375,52,41,73,32.91,71.06
Sesamum,2003,Rabi       ,Maharashtra,3600.0,800,1037.4,356328.0,864.0,0.223,84,73,24,31.83,84.84
Sesamum,2003,Rabi       ,Maharashtra,3600.0,800,1037.4,356328.0,864.0,0.223,52,41,73,32.91,71.06
Small millets,2003,Kharif     ,Maharashtra,68600.0,38100,1037.4,6790028.0,16464.0,0.554333333,54,60,43,23.72,83.56
Small millets,2003,Kharif     ,Maharashtra,68600.0,38100,1037.4,6790028.0,16464.0,0.554333333,139,77,45,21.85,57.25
Small millets,2003,Rabi       ,Maharashtra,16200.0,5000,1037.4,1603476.0,3888.0,0.45125,54,60,43,23.72,83.56
Small millets,2003,Rabi       ,Maharashtra,16200.0,5000,1037.4,1603476.0,3888.0,0.45125,139,77,45,21.85,57.25
Soyabean,2003,Kharif     ,Maharashtra,1589100.0,2219200,1037.4,157289118.0,381384.0,1.49862069,60,40,29,30.83,56.04
Sugarcane,2003,Whole Year ,Maharashtra,442500.0,25668400,1037.4,43798650.0,106200.0,56.65814815,120,56,80,33.86,78.89
Sunflower,2003,Kharif     ,Maharashtra,89000.0,32400,1037.4,8809220.0,21360.0,0.400454545,105,73,59,20.53,61.01
Sunflower,2003,Kharif     ,Maharashtra,89000.0,32400,1037.4,8809220.0,21360.0,0.400454545,59,46,63,20.22,72.35
Sunflower,2003,Kharif     ,Maharashtra,89000.0,32400,1037.4,8809220.0,21360.0,0.400454545,83,57,31,22.75,77.55
Sunflower,2003,Rabi       ,Maharashtra,182500.0,65400,1037.4,18063850.0,43800.0,0.423333333,105,73,59,20.53,61.01
Sunflower,2003,Rabi       ,Maharashtra,182500.0,65400,1037.4,18063850.0,43800.0,0.423333333,59,46,63,20.22,72.35
Sunflower,2003,Rabi       ,Maharashtra,182500.0,65400,1037.4,18063850.0,43800.0,0.423333333,83,57,31,22.75,77.55
Sunflower,2003,Summer     ,Maharashtra,4000.0,3200,1037.4,395920.0,960.0,0.733125,105,73,59,20.53,61.01
Sunflower,2003,Summer     ,Maharashtra,4000.0,3200,1037.4,395920.0,960.0,0.733125,59,46,63,20.22,72.35
Sunflower,2003,Summer     ,Maharashtra,4000.0,3200,1037.4,395920.0,960.0,0.733125,83,57,31,22.75,77.55
Urad,2003,Kharif     ,Maharashtra,600700.0,359200,1037.4,59457286.0,144168.0,0.595757576,116,54,41,30.27,74.42
Wheat,2003,Rabi       ,Maharashtra,664700.0,778200,1037.4,65792006.0,159528.0,1.171666667,121,57,46,34.47,77.96
other oilseeds,2003,Kharif     ,Maharashtra,25600.0,4700,1037.4,2533888.0,6144.0,0.201904762,80,59,86,31.26,74.81
Arhar/Tur,2003,Kharif     ,Manipur,40.0,20,687.7,3959.2,9.6,0.5,124,79,88,28.6,65.17
Banana,2003,Whole Year ,Manipur,1950.0,15308,687.7,193011.0,468.0,7.851111111,120,25,33,30.51,53.62
Cashewnut,2003,Whole Year ,Manipur,325.0,130,687.7,32168.5,78.0,0.4,115,51,44,23.46,84.21
Dry chillies,2003,Whole Year ,Manipur,13390.0,7850,687.7,1325342.2,3213.6,0.543333333,119,35,71,30.33,83.84
Ginger,2003,Kharif     ,Manipur,1450.0,2390,687.7,143521.0,348.0,1.63,90,47,78,24.82,50.23
Maize,2003,Kharif     ,Manipur,2340.0,7530,687.7,231613.2,561.6,2.76,112,35,57,23.34,83.63
Onion,2003,Whole Year ,Manipur,970.0,2060,687.7,96010.6,232.8,2.068333333,81,46,39,23.55,56.04
Other Kharif pulses,2003,Kharif     ,Manipur,2340.0,1190,687.7,231613.2,561.6,0.5075,69,72,39,30.02,63.31
Peas & beans (Pulses),2003,Kharif     ,Manipur,3980.0,2030,687.7,393940.4,955.2,0.52,106,22,75,31.51,66.53
Rapeseed &Mustard,2003,Rabi       ,Manipur,20.0,10,687.7,1979.6,4.8,0.5,147,68,49,28.73,77.19
Rice,2003,Kharif     ,Manipur,157830.0,381240,687.7,15622013.4,37879.2,2.305555556,99,40,60,20.96,53.7
Sesamum,2003,Kharif     ,Manipur,810.0,400,687.7,80173.8,194.4,0.496666667,129,57,82,20.57,83.07
Soyabean,2003,Kharif     ,Manipur,320.0,290,687.7,31673.6,76.8,0.875,74,57,88,23.26,87.71
Sugarcane,2003,Whole Year ,Manipur,330.0,10780,687.7,32663.4,79.2,32.71,61,49,48,24.3,88.11
Sweet potato,2003,Whole Year ,Manipur,102.0,673,687.7,10095.96,24.48,6.59,120,41,63,26.07,53.67
Tapioca,2003,Whole Year ,Manipur,243.0,1360,687.7,24052.14,58.32,5.593333333,88,38,76,21.14,86.78
Turmeric,2003,Whole Year ,Manipur,550.0,380,687.7,54439.0,132.0,0.72,66,50,43,30.88,72.71
Arhar/Tur,2003,Kharif     ,Mizoram,61.0,67,2499.5,6037.78,14.64,0.93,94,39,38,30.67,79.08
Arhar/Tur,2003,Kharif     ,Mizoram,61.0,67,2499.5,6037.78,14.64,0.93,60,66,36,25.2,87.22
Arhar/Tur,2003,Rabi       ,Mizoram,211.0,110,2499.5,20884.78,50.64,0.9125,94,39,38,30.67,79.08
Arhar/Tur,2003,Rabi       ,Mizoram,211.0,110,2499.5,20884.78,50.64,0.9125,60,66,36,25.2,87.22
Cotton(lint),2003,Kharif     ,Mizoram,343.0,1336,2499.5,33950.14,82.32,3.501666667,119,38,88,28.45,76.44
Gram,2003,Kharif     ,Mizoram,23.0,25,2499.5,2276.54,5.52,0.916666667,72,21,80,21.51,68.27
Gram,2003,Kharif     ,Mizoram,23.0,25,2499.5,2276.54,5.52,0.916666667,140,59,23,26.23,71.0
Gram,2003,Rabi       ,Mizoram,23.0,18,2499.5,2276.54,5.52,1.176666667,72,21,80,21.51,68.27
Gram,2003,Rabi       ,Mizoram,23.0,18,2499.5,2276.54,5.52,1.176666667,140,59,23,26.23,71.0
Maize,2003,Kharif     ,Mizoram,9765.0,19005,2499.5,966539.7,2343.6,1.981666667,119,58,41,32.86,77.38
Maize,2003,Kharif     ,Mizoram,9765.0,19005,2499.5,966539.7,2343.6,1.981666667,87,46,25,29.91,87.79
Maize,2003,Rabi       ,Mizoram,716.0,1277,2499.5,70869.68,171.84,1.802,119,58,41,32.86,77.38
Maize,2003,Rabi       ,Mizoram,716.0,1277,2499.5,70869.68,171.84,1.802,87,46,25,29.91,87.79
Masoor,2003,Rabi       ,Mizoram,11.0,8,2499.5,1088.78,2.64,0.723333333,51,27,49,21.56,85.59
Moong(Green Gram),2003,Kharif     ,Mizoram,24.0,30,2499.5,2375.52,5.76,1.245,135,64,30,32.71,73.08
Moong(Green Gram),2003,Kharif     ,Mizoram,24.0,30,2499.5,2375.52,5.76,1.245,133,73,67,30.21,58.44
Moong(Green Gram),2003,Rabi       ,Mizoram,44.0,46,2499.5,4355.12,10.56,0.944,135,64,30,32.71,73.08
Moong(Green Gram),2003,Rabi       ,Mizoram,44.0,46,2499.5,4355.12,10.56,0.944,133,73,67,30.21,58.44
Other  Rabi pulses,2003,Rabi       ,Mizoram,1925.0,1570,2499.5,190536.5,462.0,0.92,138,46,65,26.8,63.87
Other Kharif pulses,2003,Kharif     ,Mizoram,2053.0,1887,2499.5,203205.94,492.72,0.881666667,128,34,46,30.38,64.47
Peas & beans (Pulses),2003,Kharif     ,Mizoram,165.0,172,2499.5,16331.7,39.6,0.9025,142,31,38,22.59,61.57
Peas & beans (Pulses),2003,Kharif     ,Mizoram,165.0,172,2499.5,16331.7,39.6,0.9025,121,66,78,28.26,79.87
Peas & beans (Pulses),2003,Rabi       ,Mizoram,346.0,376,2499.5,34247.08,83.04,1.018333333,142,31,38,22.59,61.57
Peas & beans (Pulses),2003,Rabi       ,Mizoram,346.0,376,2499.5,34247.08,83.04,1.018333333,121,66,78,28.26,79.87
Potato,2003,Whole Year ,Mizoram,363.0,893,2499.5,35929.74,87.12,3.301666667,86,33,87,29.27,83.44
Rice,2003,Kharif     ,Mizoram,59196.0,114630,2499.5,5859220.08,14207.04,1.925,98,26,73,33.92,62.79
Sesamum,2003,Kharif     ,Mizoram,3285.0,2019,2499.5,325149.3,788.4,0.615,101,36,36,21.0,83.85
Soyabean,2003,Kharif     ,Mizoram,1978.0,1963,2499.5,195782.44,474.72,1.085,82,45,69,25.62,79.38
Sugarcane,2003,Whole Year ,Mizoram,1393.0,36174,2499.5,137879.14,334.32,25.87,71,56,59,34.05,67.64
Tapioca,2003,Whole Year ,Mizoram,139.0,690,2499.5,13758.22,33.36,7.7075,54,39,30,23.26,77.95
Tobacco,2003,Whole Year ,Mizoram,460.0,404,2499.5,45530.8,110.4,0.866666667,67,29,33,32.2,80.77
Arhar/Tur,2003,Kharif     ,Nagaland,7500.0,7000,1709.8,742350.0,1800.0,1.015,87,38,32,20.02,72.44
Bajra,2003,Kharif     ,Nagaland,3000.0,5000,1709.8,296940.0,720.0,1.615,86,37,47,20.39,67.72
Barley,2003,Rabi       ,Nagaland,6000.0,10000,1709.8,593880.0,1440.0,1.62,143,49,63,24.91,54.07
Cotton(lint),2003,Kharif     ,Nagaland,2000.0,150,1709.8,197960.0,480.0,0.08375,144,49,82,31.53,50.05
Gram,2003,Rabi       ,Nagaland,1500.0,2000,1709.8,148470.0,360.0,1.3475,113,44,80,21.56,87.49
Groundnut,2003,Kharif     ,Nagaland,2000.0,3000,1709.8,197960.0,480.0,1.51625,59,43,36,25.74,60.7
Jowar,2003,Kharif     ,Nagaland,3000.0,5000,1709.8,296940.0,720.0,1.6075,128,29,69,21.97,76.52
Jute,2003,Kharif     ,Nagaland,2000.0,11000,1709.8,197960.0,480.0,6.7575,91,21,45,23.35,87.73
Linseed,2003,Rabi       ,Nagaland,8000.0,6400,1709.8,791840.0,1920.0,0.8875,97,57,26,27.54,82.73
Maize,2003,Kharif     ,Nagaland,45000.0,78000,1709.8,4454100.0,10800.0,1.69125,93,51,35,24.79,54.9
Maize,2003,Kharif     ,Nagaland,45000.0,78000,1709.8,4454100.0,10800.0,1.69125,131,54,36,23.18,82.08
Maize,2003,Rabi       ,Nagaland,140.0,260,1709.8,13857.2,33.6,1.71,93,51,35,24.79,54.9
Maize,2003,Rabi       ,Nagaland,140.0,260,1709.8,13857.2,33.6,1.71,131,54,36,23.18,82.08
Masoor,2003,Rabi       ,Nagaland,2500.0,1070,1709.8,247450.0,600.0,0.4475,136,70,54,25.9,79.06
Moong(Green Gram),2003,Kharif     ,Nagaland,2000.0,3000,1709.8,197960.0,480.0,1.49375,146,56,42,30.52,63.18
Other  Rabi pulses,2003,Rabi       ,Nagaland,4030.0,3500,1709.8,398889.4,967.2,0.85125,65,26,88,21.79,77.58
Other Kharif pulses,2003,Kharif     ,Nagaland,6990.0,8810,1709.8,691870.2,1677.6,1.2925,103,26,28,27.19,83.04
Peas & beans (Pulses),2003,Kharif     ,Nagaland,1370.0,2000,1709.8,135602.6,328.8,1.5825,84,46,37,24.12,61.66
Peas & beans (Pulses),2003,Kharif     ,Nagaland,1370.0,2000,1709.8,135602.6,328.8,1.5825,147,29,67,25.68,84.76
Peas & beans (Pulses),2003,Rabi       ,Nagaland,6840.0,4930,1709.8,677023.2,1641.6,0.6825,84,46,37,24.12,61.66
Peas & beans (Pulses),2003,Rabi       ,Nagaland,6840.0,4930,1709.8,677023.2,1641.6,0.6825,147,29,67,25.68,84.76
Potato,2003,Whole Year ,Nagaland,5110.0,43540,1709.8,505787.8,1226.4,8.2975,77,52,85,32.32,53.15
Rapeseed &Mustard,2003,Rabi       ,Nagaland,16000.0,12800,1709.8,1583680.0,3840.0,0.77625,51,62,42,33.95,71.1
Rice,2003,Kharif     ,Nagaland,155000.0,220990,1709.8,15341900.0,37200.0,1.36,143,74,29,23.64,59.33
Rice,2003,Kharif     ,Nagaland,155000.0,220990,1709.8,15341900.0,37200.0,1.36,62,26,57,29.45,79.12
Rice,2003,Rabi       ,Nagaland,1000.0,2000,1709.8,98980.0,240.0,1.945,143,74,29,23.64,59.33
Rice,2003,Rabi       ,Nagaland,1000.0,2000,1709.8,98980.0,240.0,1.945,62,26,57,29.45,79.12
Sesamum,2003,Kharif     ,Nagaland,5000.0,5000,1709.8,494900.0,1200.0,1.0375,90,25,78,30.15,56.99
Small millets,2003,Kharif     ,Nagaland,7830.0,8000,1709.8,775013.4,1879.2,0.9425,129,25,87,32.64,63.66
Soyabean,2003,Kharif     ,Nagaland,26000.0,36000,1709.8,2573480.0,6240.0,1.38,108,32,62,33.49,55.1
Sugarcane,2003,Whole Year ,Nagaland,2800.0,128890,1709.8,277144.0,672.0,37.28166667,118,67,31,27.02,82.48
Sunflower,2003,Kharif     ,Nagaland,2500.0,5000,1709.8,247450.0,600.0,2.05375,141,32,72,34.74,55.29
Sunflower,2003,Kharif     ,Nagaland,2500.0,5000,1709.8,247450.0,600.0,2.05375,102,21,33,34.56,78.93
Sunflower,2003,Rabi       ,Nagaland,1000.0,1000,1709.8,98980.0,240.0,1.18125,141,32,72,34.74,55.29
Sunflower,2003,Rabi       ,Nagaland,1000.0,1000,1709.8,98980.0,240.0,1.18125,102,21,33,34.56,78.93
Wheat,2003,Rabi       ,Nagaland,10000.0,19500,1709.8,989800.0,2400.0,1.86625,94,38,71,27.6,78.29
Arhar/Tur,2003,Kharif     ,Odisha,136540.0,95590,1648.2,13514729.2,32769.6,0.682068966,69,70,80,28.13,55.69
Bajra,2003,Kharif     ,Odisha,3270.0,1720,1648.2,323664.6,784.8,0.538333333,73,38,60,30.02,72.64
Castor seed,2003,Kharif     ,Odisha,10900.0,5590,1648.2,1078882.0,2616.0,0.480769231,110,69,40,25.61,69.88
Castor seed,2003,Kharif     ,Odisha,10900.0,5590,1648.2,1078882.0,2616.0,0.480769231,140,76,67,29.93,73.78
Castor seed,2003,Rabi       ,Odisha,6830.0,3050,1648.2,676033.4,1639.2,0.486,110,69,40,25.61,69.88
Castor seed,2003,Rabi       ,Odisha,6830.0,3050,1648.2,676033.4,1639.2,0.486,140,76,67,29.93,73.78
Coriander,2003,Whole Year ,Odisha,19010.0,9000,1648.2,1881609.8,4562.4,0.480666667,143,57,75,27.71,87.49
Dry chillies,2003,Whole Year ,Odisha,75040.0,63180,1648.2,7427459.2,18009.6,0.838666667,107,21,54,20.53,53.22
Garlic,2003,Whole Year ,Odisha,10850.0,34320,1648.2,1073933.0,2604.0,3.144666667,76,70,63,32.79,82.82
Ginger,2003,Kharif     ,Odisha,15480.0,30020,1648.2,1532210.4,3715.2,1.810333333,75,45,58,34.11,84.48
Gram,2003,Rabi       ,Odisha,28570.0,17670,1648.2,2827858.6,6856.8,0.505172414,56,25,34,20.39,55.05
Groundnut,2003,Kharif     ,Odisha,77176.0,93133,1648.2,7638880.48,18522.24,1.084,91,39,31,31.84,76.24
Horse-gram,2003,Kharif     ,Odisha,87826.0,24752,1648.2,8693017.48,21078.24,0.293103448,96,42,27,25.79,78.08
Jowar,2003,Kharif     ,Odisha,11090.0,6380,1648.2,1097688.2,2661.6,0.604,102,73,86,28.78,71.95
Jute,2003,Kharif     ,Odisha,2590.0,18148,1648.2,256358.2,621.6,7.076666667,108,34,20,27.5,70.12
Linseed,2003,Rabi       ,Odisha,18240.0,7180,1648.2,1805395.2,4377.6,0.33,87,25,61,28.27,62.71
Maize,2003,Kharif     ,Odisha,55549.0,78744,1648.2,5498240.02,13331.76,0.887307692,118,47,50,27.43,77.56
Maize,2003,Kharif     ,Odisha,55549.0,78744,1648.2,5498240.02,13331.76,0.887307692,136,54,49,32.8,61.42
Maize,2003,Rabi       ,Odisha,13760.0,18180,1648.2,1361964.8,3302.4,1.32,118,47,50,27.43,77.56
Maize,2003,Rabi       ,Odisha,13760.0,18180,1648.2,1361964.8,3302.4,1.32,136,54,49,32.8,61.42
Masoor,2003,Rabi       ,Odisha,5860.0,2430,1648.2,580022.8,1406.4,0.4025,141,30,62,30.25,68.4
Moong(Green Gram),2003,Kharif     ,Odisha,257261.0,60081,1648.2,25463693.78,61742.64,0.229333333,147,27,45,26.19,84.29
Niger seed,2003,Kharif     ,Odisha,110640.0,25660,1648.2,10951147.2,26553.6,0.277,102,76,31,30.33,53.58
Niger seed,2003,Kharif     ,Odisha,110640.0,25660,1648.2,10951147.2,26553.6,0.277,64,73,78,34.48,71.13
Niger seed,2003,Rabi       ,Odisha,19610.0,6170,1648.2,1940997.8,4706.4,0.38,102,76,31,30.33,53.58
Niger seed,2003,Rabi       ,Odisha,19610.0,6170,1648.2,1940997.8,4706.4,0.38,64,73,78,34.48,71.13
Onion,2003,Whole Year ,Odisha,26550.0,240340,1648.2,2627919.0,6372.0,8.845666667,145,69,88,21.2,69.44
Other  Rabi pulses,2003,Rabi       ,Odisha,35250.0,20190,1648.2,3489045.0,8460.0,0.582592593,75,68,30,25.82,65.14
Other Kharif pulses,2003,Kharif     ,Odisha,27280.0,15020,1648.2,2700174.4,6547.2,0.506428571,97,70,66,33.06,73.9
Potato,2003,Whole Year ,Odisha,7303.0,75823,1648.2,722850.94,1752.72,9.688965517,144,70,42,31.09,50.63
Ragi,2003,Kharif     ,Odisha,70490.0,44575,1648.2,6977100.2,16917.6,0.4768,68,43,62,34.02,69.7
Rapeseed &Mustard,2003,Rabi       ,Odisha,15907.0,3065,1648.2,1574474.86,3817.68,0.169310345,58,40,58,20.6,69.43
Rice,2003,Kharif     ,Odisha,4501000.0,6801000,1648.2,445508980.0,1080240.0,1.516333333,113,68,74,32.94,70.64
Safflower,2003,Rabi       ,Odisha,1620.0,710,1648.2,160347.6,388.8,0.42875,142,78,37,31.88,58.5
Sesamum,2003,Kharif     ,Odisha,37716.0,7776,1648.2,3733129.68,9051.84,0.219333333,103,55,61,32.23,58.3
Small millets,2003,Kharif     ,Odisha,26570.0,11510,1648.2,2629898.6,6376.8,0.435789474,100,26,45,28.96,75.89
Sugarcane,2003,Whole Year ,Odisha,14565.0,858096,1648.2,1441643.7,3495.6,54.54655172,88,24,37,20.78,53.71
Sunflower,2003,Kharif     ,Odisha,820.0,470,1648.2,81163.6,196.8,0.608461538,53,77,60,28.09,62.24
Sunflower,2003,Kharif     ,Odisha,820.0,470,1648.2,81163.6,196.8,0.608461538,52,48,61,26.12,83.23
Sunflower,2003,Rabi       ,Odisha,5230.0,3920,1648.2,517665.4,1255.2,0.647931034,53,77,60,28.09,62.24
Sunflower,2003,Rabi       ,Odisha,5230.0,3920,1648.2,517665.4,1255.2,0.647931034,52,48,61,26.12,83.23
Sweet potato,2003,Whole Year ,Odisha,47030.0,393560,1648.2,4655029.4,11287.2,8.454333333,113,35,52,27.91,54.15
Tobacco,2003,Whole Year ,Odisha,5310.0,3490,1648.2,525583.8,1274.4,0.537,78,25,62,31.1,68.72
Turmeric,2003,Whole Year ,Odisha,23780.0,56420,1648.2,2353744.4,5707.2,2.241,60,33,33,28.94,76.75
Urad,2003,Kharif     ,Odisha,135994.0,36794,1648.2,13460686.12,32638.56,0.256333333,146,77,74,24.39,55.67
Wheat,2003,Rabi       ,Odisha,5129.0,7517,1648.2,507668.42,1230.96,1.377407407,107,71,77,28.99,62.5
Arhar/Tur,2003,Kharif     ,Punjab,9700.0,9000,451.7,960106.0,2328.0,0.947333333,124,21,29,21.25,72.35
Bajra,2003,Kharif     ,Punjab,8000.0,8000,451.7,791840.0,1920.0,1.0,76,44,47,20.08,63.09
Barley,2003,Rabi       ,Punjab,23000.0,77000,451.7,2276540.0,5520.0,3.245555556,146,50,33,26.02,54.4
Cotton(lint),2003,Kharif     ,Punjab,452000.0,1478000,451.7,44738960.0,108480.0,2.736,70,69,45,31.36,59.3
Gram,2003,Rabi       ,Punjab,6000.0,5400,451.7,593880.0,1440.0,0.926923077,88,69,36,32.34,54.38
Groundnut,2003,Kharif     ,Punjab,4400.0,4000,451.7,435512.0,1056.0,0.871428571,144,32,53,28.25,89.34
Guar seed,2003,Whole Year ,Punjab,38500.0,27100,451.7,3810730.0,9240.0,0.674285714,95,79,33,33.02,59.43
Maize,2003,Kharif     ,Punjab,154000.0,459000,451.7,15242920.0,36960.0,3.086923077,115,37,45,21.89,71.22
Masoor,2003,Rabi       ,Punjab,3600.0,2300,451.7,356328.0,864.0,0.71,140,36,53,34.46,67.14
Moong(Green Gram),2003,Kharif     ,Punjab,18900.0,15800,451.7,1870722.0,4536.0,0.815384615,85,64,43,33.83,72.78
Moth,2003,Kharif     ,Punjab,600.0,400,451.7,59388.0,144.0,0.833333333,124,47,89,28.99,69.92
Rapeseed &Mustard,2003,Rabi       ,Punjab,52000.0,62000,451.7,5146960.0,12480.0,1.137647059,131,31,39,20.88,79.09
Rice,2003,Kharif     ,Punjab,2614000.0,9656000,451.7,258733720.0,627360.0,3.678235294,114,54,58,26.81,84.92
Sesamum,2003,Kharif     ,Punjab,10600.0,3600,451.7,1049188.0,2544.0,0.269166667,112,41,64,22.69,61.41
Sugarcane,2003,Whole Year ,Punjab,123000.0,6620000,451.7,12174540.0,29520.0,54.72,148,58,53,29.43,57.34
Sunflower,2003,Rabi       ,Punjab,20000.0,34000,451.7,1979600.0,4800.0,1.78875,84,20,41,22.85,89.37
Urad,2003,Kharif     ,Punjab,5200.0,2200,451.7,514696.0,1248.0,0.641428571,80,56,52,27.23,84.64
Wheat,2003,Rabi       ,Punjab,3444000.0,14489000,451.7,340887120.0,826560.0,4.166470588,77,40,25,23.08,64.56
Arhar/Tur,2003,Kharif     ,Uttar Pradesh,360467.0,395677,1075.6,35679023.66,86512.08,0.988285714,50,20,35,22.73,85.79
Bajra,2003,Kharif     ,Uttar Pradesh,924202.0,1188103,1075.6,91477513.96,221808.48,1.237352941,74,23,42,23.72,76.82
Barley,2003,Rabi       ,Uttar Pradesh,233928.0,516818,1075.6,23154193.44,56142.72,2.085142857,92,51,37,20.44,67.5
Gram,2003,Rabi       ,Uttar Pradesh,771682.0,800270,1075.6,76381084.36,185203.68,1.042714286,133,77,33,30.74,84.94
Groundnut,2003,Kharif     ,Uttar Pradesh,85143.0,56879,1075.6,8427454.14,20434.32,0.706610169,116,20,69,24.6,77.01
Jowar,2003,Kharif     ,Uttar Pradesh,300167.0,298075,1075.6,29710529.66,72040.08,1.01469697,112,32,80,30.47,83.06
